name,date,time,location,link,description
Qualtrics Consultation (walk-in) (CITT),2025-03-26,1:30pm,,https://calendar.ufl.edu/event/43209-qualtrics-consultation-walk-in-citt,
Canvas New Quizzes,2025-03-26,3:00pm,,https://calendar.ufl.edu/event/43463-canvas-new-quizzes,New Quizzes is the next generation of assessment tool developed by Canvas.
Walking Tour: Women’s History and Gender Equality,2025-03-26,4:00pm,,https://calendar.ufl.edu/event/45183-walking-tour-womens-history-and-gender-equality,Join us in celebration of Women’s History Month for a walking tour exploring the rich history of women and the pursuit of gender equality at UF and beyond.
"Cong Sun, UF Chemistry Graduate Student",2025-03-26,4:00pm,,https://calendar.ufl.edu/event/44370-cong-sun-uf-chemistry-graduate-student,"“Single Cell Sequencing: New Developments and Technology Landscape”
   
  Analytical Literature Seminar 
  
  Dr. Fan Hong’s Research Group"
"Cong Sun, UF Chemistry Graduate Student",2025-03-26,4:00pm,,https://calendar.ufl.edu/event/44393-cong-sun-uf-chemistry-graduate-student,"“Single Cell Sequencing: New Developments and Technology Landscape”
   
  Analytical Literature Seminar 
  
  Dr. Fan Hong’s Research Group"
Hub Gallery Wall Artists Reception (Networking),2025-03-26,4:00pm,,https://calendar.ufl.edu/event/43849-hub-gallery-wall-artists-reception-networking,"Join us for an artists reception and come meet the talented artists whose breathtaking paintings are brightening the halls of The Hub. 
  
  This event is open to the public. Please register by noon on March 25."
"Prof. Tony Wood (UC Boulder), “Transnational Itineraries of Latin American Communism”",2025-03-26,4:00pm,,https://calendar.ufl.edu/event/44803-prof-tony-wood-uc-boulder-transnational,Prof. Tony Wood of the University of Colorado Boulder will present his research on the confluence of Latin American socialism and European socialism in the first half of the twentieth century.
Spring UF Campus Walking Tour: Women’s History and Gender Equality,2025-03-26,4:00pm,,https://calendar.ufl.edu/event/45131-spring-uf-campus-walking-tour-womens-history-and,Join us in celebration of Women’s History Month for a walking tour exploring the rich history of women and the pursuit of gender equality at UF and beyond.
Florida Gators Softball at UCF,2025-03-26,6:00pm,,https://calendar.ufl.edu/event/41117-florida-gators-softball-at-ucf,
Comedy Night at the Reitz Union,2025-03-26,7:30pm,,https://calendar.ufl.edu/event/43401-comedy-night-at-the-reitz-union,"Join us for a night of laughs at Comedy Night, presented by the Florida Comedy Club and the Reitz Union! Doors open at 7 PM for this fun, free event exclusively for UF students."
Interpreti Veneziani,2025-03-26,7:30pm,,https://performingarts.ufl.edu/events/interpreti-veneziani-2/,"Returning audience favorite, Interpreti Veneziani, is based in the Church of San Vidal in Venice, where their concert season draws tens of thousands of spectators from around the globe. The ensemble has gained a reputation for its exuberance and Italian brio. Their accessible, virtuosic performances of Baroque and Romantic era pieces highlight the best in chamber music."
More events on 2025-03-26,2025-03-26,,,https://calendar.ufl.edu/#!view/day/date/20250326,Link to more events on this day
"Digital Humanities Workshop: Nimble Tents, Open Labs and Other Forms of Doing Good with What You Have",2025-03-27,10:00am,,https://calendar.ufl.edu/event/40883-digital-humanities-workshop-nimble-tents-open-labs-and,How can we create meaningful research and with limited resources? This workshop explores how to build digital humanities programming by embracing the power of adaptability and creative problem-solving. Join us to engage with innovative ideas and connect with others interested in the humanities and digital scholarship. Faculty and graduate students welcome! Coffee and pastries provided. Space is limited!
Cleared for Takeoff: Elevating Your NaviGator AI Prompts for Teaching Learning,2025-03-27,11:00am,,https://calendar.ufl.edu/event/45141-cleared-for-takeoff-elevating-your-navigator-ai,
AI Prompt Library Flight School,2025-03-27,11:00am,,https://calendar.ufl.edu/event/44898-ai-prompt-library-flight-school,
My Fulbright in 7 Min,2025-03-27,12:00pm,,https://calendar.ufl.edu/event/44809-my-fulbright-in-7-min,REGISTER at https://go.ufl.edu/bc4ptz2
Colloquium - Andrew Vanderburg’s “Towards Habitable Worlds: Detailed Characterization of the Nearest Planetary Systems”,2025-03-27,12:45pm,,https://calendar.ufl.edu/event/43391-colloquium-andrew-vanderburgs-towards-habitable-worlds,"Andrew Vanderburg, MIT


  Abstract: Over the past thirty years, astronomers have made extraordinary progress in detecting planets around other stars. We now know that stars commonly host planets with a wider range of physical properties and system architectures than exist in our own solar system, and that planets likely outnumber stars in our galactic neighborhood. Now, planet detection and characterization technologies have advanced to the point that it should be possible to search for signs of life in the atmospheres of Earth-like exoplanets around Sun-like stars within a few decades. These observations will give us our first glimpse at how common – or rare – life is in the universe. However, before we can carry out these observations and understand the implications for the abundance of life outside the Solar system, we must first find the nearest habitable planets to observe, learn their detailed properties, and refine our understanding of habitability. In this talk, I will describe my group’s work to fill in these knowledge gaps by developing new tools and methods to detect and characterize exoplanets. First, I will show how cutting-edge machine learning methods could help reveal the closest potentially habitable planets to Earth – ideal for biosignature searches in the 2040s. Next, I will show how we can learn about extrasolar geochemistry by studying planetary accretion onto white dwarf stars – allowing us to see whether geological processes important for habitability on Earth take place in other systems. And finally, I will describe our work to understand what happens to planets when stars run out of nuclear fuel and find out whether life can continue in a system after the host star’s death.
  
  Thursday March 27, 2025 @ 12:45 PM - 1:45 PM
  217 Bryant Space Science Center"
•Data Parallelism: How to Train Deep Learning Models on Multiple GPUs,2025-03-27,1:00pm,,https://calendar.ufl.edu/event/43537-data-parallelism-how-to-train-deep-learning-models,
Kenneth Balkus - Departmental Speaker,2025-03-27,2:00pm,,https://calendar.ufl.edu/event/45202-kenneth-balkus-departmental-speaker,
Ms. Jessica Sprain Geological Sciences Seminar,2025-03-27,3:30pm,,https://calendar.ufl.edu/event/42007-ms-jessica-sprain-geological-sciences-seminar,"“Partnering with 4-H to Create Successful Outreach Programs.”


   


  Ms. Jessica Sprain


  Extension Agent II, M.S


  UF IFAS-Extension


  Osceola County


  Kissimmee, FL"
Organic Chemistry Division Seminar,2025-03-27,4:00pm,,https://calendar.ufl.edu/event/44034-organic-chemistry-division-seminar,
Organic Chemistry Division Seminar,2025-03-27,4:00pm,,https://calendar.ufl.edu/event/44413-organic-chemistry-division-seminar,
Page Unbound: From Columbus to Google: Evolving Architectures of Knowledge,2025-03-27,4:00pm,,https://calendar.ufl.edu/event/40163-page-unbound-from-columbus-to-google-evolving-architec,"Join us for a lecture by Alexander Gil Fuentes of Yale University: “From Columbus to Google: Evolving Architectures of Knowledge.” In this talk, Gil Fuentes proposes a few tentative approaches to help us understand the gargantuan history of the de facto historical record itself. 


  This is event is part of the Center for the Humanities and the Public Sphere’s 2024-2025 Speaker Series, Page Unbound: Humanities in the Digital Age. Check out the accompanying workshop on Mar. 27 (10 - 11:30 a.m.). Free food and refreshments included!"
Movie Night: Agent of Happiness,2025-03-27,5:00pm,,https://calendar.ufl.edu/event/44651-movie-night-agent-of-happiness,How is happiness measured? Can satisfaction with one’s life be rated on a scale from one to ten? Come watch the 2024 acclaimed film ‘Agent of Happiness’ in the Pugh Hall Ocora and then join an insightful discussion with fellow students. Movie night refreshments provided!
Florida Gators Men’s Tennis at Louisiana State University,2025-03-27,6:00pm,,https://calendar.ufl.edu/event/43039-florida-gators-mens-tennis-at-louisiana-state,
Florida Gators Baseball at Ole Miss,2025-03-27,8:00pm,,https://calendar.ufl.edu/event/41175-florida-gators-baseball-at-ole-miss,
More events on 2025-03-27,2025-03-27,,,https://calendar.ufl.edu/#!view/day/date/20250327,Link to more events on this day
CHEMBIO SPRING 2025 SEMINAR SERIES - NO SEMINAR SCHEDULED,2025-03-28,11:45am,,https://calendar.ufl.edu/event/44946-chembio-spring-2025-seminar-series-no-seminar,NO CHEMBIO SEMINAR
CHEMBIO SPRING 2025 SEMINAR SERIES - NO SEMINAR SCHEDULED,2025-03-28,11:45am,,https://calendar.ufl.edu/event/44947-chembio-spring-2025-seminar-series-no-seminar,NO CHEMBIO SEMINAR
Punctuation and Lectional Signs in the Papyri of the Attic Orators,2025-03-28,12:00pm,,https://calendar.ufl.edu/event/44625-punctuation-and-lectional-signs-in-the-papyri-of,"This talk by Eleni Papadopoulou (University of Florida) is part of the series, SPRING SEMINAR IN GREEK RHETORIC, LAW, AND SOCIETY, which takes place FRIDAYS AT 12:00 NOON, SPRING 2025."
UF HHP Info Session & Tour,2025-03-28,2:00pm,,https://calendar.ufl.edu/event/39537-uf-hhp-info-session-tour,"Prospective students and families are invited to learn about the undergraduate programs offered by the College of Health and Human Performance (HHP). This campus visit includes a brief introduction to HHP followed by a walking tour of the Florida Gymnasium Building (FLG).


  HHP offers four unique undergraduate majors: Applied Physiology & Kinesiology, Health Education, Sport Management, and Tourism, Hospitality and Event Management. To learn more about each of our undergraduate majors, please click here."
Colloquium Talk: J. Clerk Shaw (Tennessee),2025-03-28,4:00pm,,https://calendar.ufl.edu/event/42022-colloquium-talk-j-clerk-shaw-tennessee,J. Clerk Shaw (University of Tennessee) will give a colloquium talk to the UF Philosophy Department on March 28.
Tanti Belli Causa: The Dangerous Desirability of Vergil’s Lavinia,2025-03-28,4:00pm,,https://calendar.ufl.edu/event/45138-tanti-belli-causa-the-dangerous-desirability-of,"Join us for this lecture by Dr. Sarah McCallum, University of Arizona, sponsored by the Rothman Distinguished Lecture Series. Dr. Sarah McCallum’s research focuses on issues of genre, aesthetics, and literary inheritance in the Roman poetic tradition."
Florida Gators Women’s Tennis vs University of Arkansas,2025-03-28,5:00pm,,https://calendar.ufl.edu/event/40118-florida-gators-womens-tennis-vs-university-o,
Florida Gators Volleyball at University of Central Florida,2025-03-28,6:00pm,,https://calendar.ufl.edu/event/44753-florida-gators-volleyball-at-university-of-central,
Alex Cuba,2025-03-28,7:00pm,,https://performingarts.ufl.edu/events/alex-cuba/,"Alex Cuba’s sweet melodies, pop-soul hooks, and powerful guitar riffs abandon the conventional stereotype that is found in much of the Latin music landscape. Born in Cuba and now residing in Canada, he effortlessly blends the rich melodies of his Cuban roots with North American influences. Performing solo, Alex brings a very intimate performance to our UpStage that will have you grooving along with him throughout the night.



  UpStage is an intimate, cabaret-style setting on the Phillips Center Mainstage. The 7:00 p.m. seating includes heavy hors d’oeuvres and cash bar; the 9:00 p.m. seating includes desserts and cash bar."
Florida Gators Softball at Auburn,2025-03-28,7:00pm,,https://calendar.ufl.edu/event/41116-florida-gators-softball-at-auburn,
Florida Gators Baseball at Ole Miss,2025-03-28,7:30pm,,https://calendar.ufl.edu/event/41174-florida-gators-baseball-at-ole-miss,
Astronomy Department Campus Teaching Observatory Public Night,2025-03-28,8:30pm,,https://calendar.ufl.edu/event/43334-astronomy-department-campus-teaching-observatory-publi,The Department of Astronomy operates an on-campus Teaching Observatory for educational and public programs. These events are all free to the public.
Florida Gators Lacrosse at UC Davis,2025-03-28,9:00pm,,https://calendar.ufl.edu/event/42033-florida-gators-lacrosse-at-uc-davis,
More events on 2025-03-28,2025-03-28,,,https://calendar.ufl.edu/#!view/day/date/20250328,Link to more events on this day
Florida Gators Men’s Tennis at Mississippi State University,2025-03-29,2:00pm,,https://calendar.ufl.edu/event/43038-florida-gators-mens-tennis-at-mississippi-state,
Florida Gators Baseball at Ole Miss,2025-03-29,2:30pm,,https://calendar.ufl.edu/event/41173-florida-gators-baseball-at-ole-miss,
Florida Gators Softball at Auburn,2025-03-29,3:00pm,,https://calendar.ufl.edu/event/41115-florida-gators-softball-at-auburn,
The Guy Mintus Trio,2025-03-29,7:00pm,,https://performingarts.ufl.edu/events/the-guy-mintus-trio/,"Guy Mintus brings the expertise of a trained concert pianist, the energy of a showman, and a jazz musician’s sense of adventure. Coming from a heritage of Iraqi, Moroccan, and Polish Jews, he is unafraid to throw into the mix his native Middle Eastern scales and rhythms. The Guy Mintus Trio creates a musical home in which different identities and influences can coexist as a uniquely unified voice.



  UpStage is an intimate, cabaret-style setting on the Phillips Center Mainstage. The 7:00 p.m. seating includes heavy hors d’oeuvres and cash bar; the 9:00 p.m. seating includes desserts and cash bar."
More events on 2025-03-29,2025-03-29,,,https://calendar.ufl.edu/#!view/day/date/20250329,Link to more events on this day
Assessing the Use of SDGs in the Classroom,2025-03-31,2:00pm,,https://calendar.ufl.edu/event/44659-assessing-the-use-of-sdgs-in-the-classroom,"3/31/2025 | 2:00 PM - 2:45 PM
  Instructor: Natalie Coers, Ph.D.
  In Person: Online"
Gap Year to Growth Year with City Year!,2025-03-31,4:00pm,,https://calendar.ufl.edu/event/45184-gap-year-to-growth-year-with-city-year,Thinking of taking a gap year? Join Beyond120 and City Year to explore the different options available for growing from your time post-grad!
Alex Bottorff – Inorganic Seminar,2025-03-31,4:05pm,,https://calendar.ufl.edu/event/43344-alex-bottorff-inorganic-seminar,
Alex Bottorff – Inorganic Seminar,2025-03-31,4:05pm,,https://calendar.ufl.edu/event/44402-alex-bottorff-inorganic-seminar,
More events on 2025-03-31,2025-03-31,,,https://calendar.ufl.edu/#!view/day/date/20250331,Link to more events on this day
Introduction to Microsoft Teams (CITT),2025-04-01,10:00am,,https://calendar.ufl.edu/event/42856-introduction-to-microsoft-teams-citt,
Insights into GatorEvals,2025-04-01,10:40am,,https://calendar.ufl.edu/event/43576-insights-into-gatorevals-,
Daniel Tabor - Physical Chemistry Seminar,2025-04-01,12:00pm,,https://calendar.ufl.edu/event/42068-daniel-tabor-physical-chemistry-seminar,
Daniel Tabor - Physical Chemistry Seminar,2025-04-01,12:00pm,,https://calendar.ufl.edu/event/43880-daniel-tabor-physical-chemistry-seminar,
Graduate Ling Society Seminar: Dr. Huang,2025-04-02,10:00am,,https://calendar.ufl.edu/event/44081-graduate-ling-society-seminar-dr-huang,
Intellectual Property and Data Privacy with Hutchison PLLC (Lunch & Learn),2025-04-02,12:00pm,,https://calendar.ufl.edu/event/44572-intellectual-property-and-data-privacy-with-hutchison,
The Dawn of Discipline: AI Ethics Today,2025-04-02,3:00pm,,https://www.eng.ufl.edu/renwick/events/,
The Dawn of a Discipline: AI Ethics Today,2025-04-02,3:00pm,,https://calendar.ufl.edu/event/45135-the-dawn-of-a-discipline-ai-ethics-today-,
Turnitin Product Workshops with Faculty & Teaching Support Staff | AI &Clarity,2025-04-03,9:00am,,https://calendar.ufl.edu/event/45174-turnitin-product-workshops-with-faculty-amp,
Summer Experience Fair,2025-04-03,10:00am,,https://calendar.ufl.edu/event/45133-summer-experience-fair,
Water Institute 2025 Spring Student Showcase,2025-04-03,10:00am,,https://calendar.ufl.edu/event/43458-water-institute-2025-spring-student-showcase,
Power your Growth with United Capital Funding (Lunch & Learn),2025-04-03,11:30am,,https://calendar.ufl.edu/event/45128-power-your-growth-with-united-capital-funding-lunch-le,
5th RGSA Graduate Symposium — Religion: Prescribed and Performed,2025-04-04,,,https://calendar.ufl.edu/event/43363-5th-rgsa-graduate-symposium-religion-prescribed,
Florida Gators Track and Field vs Pepsi Florida Relays,2025-04-04,,,https://calendar.ufl.edu/event/41739-florida-gators-track-and-field-vs-pepsi-florida,
Teaching with HiPerGator,2025-04-04,11:45am,,https://calendar.ufl.edu/event/43577-teaching-with-hipergator-,
"ChemBio Seminar Series-Spring 2025 -Dr. Shaun McKinnie-Department of Chemistry and BioChemistry- UC, Santa Cruz",2025-04-04,11:45am,,https://calendar.ufl.edu/event/44438-chembio-seminar-series-spring-2025-dr-shaun-mckinnie-d,
Charles H. Fairbanks Armadillo Roast,2025-04-05,,,https://calendar.ufl.edu/event/44153-charles-h-fairbanks-armadillo-roast,
Florida Gators Track and Field vs Pepsi Florida Relays,2025-04-05,,,https://calendar.ufl.edu/event/41738-florida-gators-track-and-field-vs-pepsi-florida,
Smathers Libraries 5K,2025-04-05,8:00am,,https://calendar.ufl.edu/event/41551-smathers-libraries-5k,
"Taking Stock of the Sahelian Jihads: Motivations, Impacts, Responses",2025-04-05,9:00am,,https://calendar.ufl.edu/event/43791-taking-stock-of-the-sahelian-jihads-motivations-impact,
Florida Gators Men’s Golf at Calusa Cup,2025-04-06,,,https://calendar.ufl.edu/event/39599-florida-gators-mens-golf-vs-calusa-cup,
Florida Gators Baseball vs Vanderbilt - Presented by Cox,2025-04-06,12:00pm,,https://calendar.ufl.edu/event/41169-florida-gators-baseball-vs-vanderbilt,
Florida Gators Women’s Tennis at University of Kentucky,2025-04-06,1:00pm,,https://calendar.ufl.edu/event/40115-florida-gators-womens-tennis-at-university-o,
Amaryn Olmeda,2025-04-06,2:00pm,,https://performingarts.ufl.edu/events/amaryn-olmeda/,
Florida Gators Men’s Golf at Calusa Cup,2025-04-07,,,https://calendar.ufl.edu/event/39598-florida-gators-mens-golf-vs-calusa-cup,
Technology to Captivate Students (CITT),2025-04-07,,,https://calendar.ufl.edu/event/38321-technology-to-captivate-students-citt,
Diplomacy and Opportunity: Irish-USA Relations and the Path of the Working Holiday Visa,2025-04-07,3:00pm,,https://calendar.ufl.edu/event/45179-diplomacy-and-opportunity-irish-usa-relations-and,
Alexander Brodie – Inorganic Seminar,2025-04-07,4:05pm,,https://calendar.ufl.edu/event/43345-alexander-brodie-inorganic-seminar,
Florida Gators Men’s Golf at Calusa Cup,2025-04-08,,,https://calendar.ufl.edu/event/39597-florida-gators-mens-golf-vs-calusa-cup,
e-Learning @UF: Build & Design,2025-04-08,9:00am,,https://calendar.ufl.edu/event/43477-e-learning-uf-build-design,
Qualtrics @UF: Getting Started (Zoom) (CITT),2025-04-08,9:30am,,https://calendar.ufl.edu/event/42306-qualtrics-uf-getting-started-zoom-citt,
How to Prepare A Successful U.S. Scholar Fulbright,2025-04-08,10:00am,,https://calendar.ufl.edu/event/44811-how-to-prepare-a-successful-us-scholar-fulbright,
Eye Opener Discovery Breakfast,2025-04-09,7:30am,,https://calendar.ufl.edu/event/45129-eye-opener-discovery-breakfast,
SEC & ACC Virtual Career Fair,2025-04-09,10:00am,,https://calendar.ufl.edu/event/45142-sec-acc-virtual-career-fair,
Teams Mini-Series: Apps & Workflows,2025-04-09,11:30am,,https://calendar.ufl.edu/event/42842-teams-mini-series-apps-workflows,
Getting Started with AI for Teaching & Learning:  AI for Assessment,2025-04-09,12:00pm,,https://calendar.ufl.edu/event/43578-getting-started-with-ai-for-teaching-amp,
AI + Informatics Mini-Symposia Series,2025-04-10,,,https://calendar.ufl.edu/event/44818-ai-informatics-mini-symposia-series,
AI + Informatics Mini-Symposia Series,2025-04-10,,,https://calendar.ufl.edu/event/44902-ai-informatics-mini-symposia-series,
Industry Innovation Summit 2025 @ UF DCP “AI-Enabled Smart Cities in the Digital Twin Era”,2025-04-10,8:00am,,https://calendar.ufl.edu/event/44899-industry-innovation-summit-2025-uf-dcp-ai-enabled,
UF’s Event Calendar Training (CITT),2025-04-10,9:00am,,https://calendar.ufl.edu/event/42985-ufs-event-calendar-training-citt,
"AI Image Generators, Self-Paced (CITT)",2025-04-11,,,https://calendar.ufl.edu/event/36119-ai-image-generators-self-paced-citt,
South Eastern Graduate Philosophy Conference,2025-04-11,,,https://calendar.ufl.edu/event/42088-south-eastern-graduate-philosophy-conference,
AYA Oncology & Oncofertility Conference 2025,2025-04-11,9:00am,,https://calendar.ufl.edu/event/43936-aya-oncology-oncofertility-conference-2025,
Ēthos and the Composition of Aristotle’s Rhetoric,2025-04-11,12:00pm,,https://calendar.ufl.edu/event/44629-thos-and-the-composition-of-aristotles-rhetoric,
Florida Gators Men’s Tennis at University of South Carolina,2025-04-12,,,https://calendar.ufl.edu/event/43035-florida-gators-mens-tennis-at-university-of-south,
The Other Book: Black History in Alachua County - Civil Rights Era to the Present,2025-04-12,10:00am,,https://calendar.ufl.edu/event/41842-the-other-book-black-history-in-alachua-county-,
Florida Gators Lacrosse at University of Colorado,2025-04-12,12:00pm,,https://calendar.ufl.edu/event/42030-florida-gators-lacrosse-at-university-of-colorado,
Florida Gators Football vs Orange & Blue Game - Presented by Florida Victorious,2025-04-12,1:00pm,,https://calendar.ufl.edu/event/43754-florida-gators-football-vs-orange-blue-game-,
Florida Gators Women’s Tennis vs University of Mississippi,2025-04-13,1:00pm,,https://calendar.ufl.edu/event/40113-florida-gators-womens-tennis-vs-university-o,
Florida Gators Softball at Ole Miss,2025-04-13,2:00pm,,https://calendar.ufl.edu/event/41106-florida-gators-softball-at-ole-miss,
University of Florida Wind Symphony,2025-04-13,3:00pm,,https://performingarts.ufl.edu/events/university-of-florida-wind-symphony/,
Florida Gators Women’s Golf at SEC Championship,2025-04-14,,,https://calendar.ufl.edu/event/39703-florida-gators-womens-golf-at-sec-championsh,
Earth Day of Service,2025-04-14,8:30am,,https://calendar.ufl.edu/event/45140-earth-day-of-service,
Innovation in the Russian-Ukrainian War: The Role of Cybersecurity and Artificial Intelligence in the Drone War,2025-04-14,12:00pm,,https://calendar.ufl.edu/event/45083-innovation-in-the-russian-ukrainian-war-the-role-of-cy,
Climate Science and Ethics in the Public Sphere,2025-04-14,12:00pm,,https://calendar.ufl.edu/event/44806-climate-science-and-ethics-in-the-public-sphere,
Florida Gators Women’s Golf at SEC Championship,2025-04-15,,,https://calendar.ufl.edu/event/39702-florida-gators-womens-golf-at-sec-championsh,
Save the Date - Ontological Security Panel,2025-04-15,,,https://calendar.ufl.edu/event/45170-save-the-date-ontological-security-panel,
Qualtrics @UF: Beyond the Basics (Zoom) (CITT),2025-04-15,9:30am,,https://calendar.ufl.edu/event/42308-qualtrics-uf-beyond-the-basics-zoom-citt,
Zhongyue (John) Yang - Physical Chemistry Seminar,2025-04-15,12:00pm,,https://calendar.ufl.edu/event/42070-zhongyue-john-yang-physical-chemistry-seminar,
Florida Gators Men’s Tennis vs SEC,2025-04-16,,,https://calendar.ufl.edu/event/43034-florida-gators-mens-tennis-vs-sec,
Florida Gators Women’s Golf at SEC Championship,2025-04-16,,,https://calendar.ufl.edu/event/39701-florida-gators-womens-golf-at-sec-championsh,
Florida Gators Women’s Tennis vs 2024 SEC Tournament,2025-04-16,,,https://calendar.ufl.edu/event/40112-florida-gators-womens-tennis-vs-2024-sec,
Gator Market at the Reitz Union,2025-04-16,10:00am,,https://calendar.ufl.edu/event/43918-gator-market-at-the-reitz-union,
Florida Gators Women’s Golf at SEC Championship,2025-04-17,,,https://calendar.ufl.edu/event/39699-florida-gators-womens-golf-at-sec-championsh,
Florida Gators Women’s Golf at SEC Championship,2025-04-17,,,https://calendar.ufl.edu/event/39700-florida-gators-womens-golf-at-sec-championsh,
EPI Research Day 2025,2025-04-17,9:00am,,https://calendar.ufl.edu/event/42256-epi-research-day-2025,
Celebrate ISP Graduates at the ePortfolio Showcase and Graduation Ceremony!,2025-04-17,10:00am,,https://calendar.ufl.edu/event/44944-celebrate-isp-graduates-at-the-eportfolio-showcase,
Florida Gators Track and Field vs Tom Jones Memorial Invitational,2025-04-18,,,https://calendar.ufl.edu/event/41737-florida-gators-track-and-field-vs-tom-jones,
Florida Gators Women’s Golf at SEC Championship,2025-04-18,,,https://calendar.ufl.edu/event/39698-florida-gators-womens-golf-at-sec-championsh,
"African Science for Africans by Africans: The Past, Present, and Future and How You Can be a Part of It",2025-04-18,3:30pm,,https://calendar.ufl.edu/event/43782-african-science-for-africans-by-africans-the-past,
Florida Gators Softball vs Alabama - Presented by Southern Chevy,2025-04-18,6:00pm,,https://calendar.ufl.edu/event/41103-florida-gators-softball-vs-alabama,
Florida Gators Track and Field vs Tom Jones Memorial Invitational,2025-04-19,,,https://calendar.ufl.edu/event/41736-florida-gators-track-and-field-vs-tom-jones,
Florida Gators Volleyball vs Auburn University,2025-04-19,,,https://calendar.ufl.edu/event/44751-florida-gators-volleyball-vs-auburn-university,
Florida Gators Lacrosse vs University of Cincinnati,2025-04-19,12:00pm,,https://calendar.ufl.edu/event/42028-florida-gators-lacrosse-vs-university-of,
Florida Gators Softball vs Alabama - Presented by Meldon Law,2025-04-19,2:00pm,,https://calendar.ufl.edu/event/41104-florida-gators-softball-vs-alabama,
Florida Gators Baseball at Mississippi State,2025-04-20,3:00pm,,https://calendar.ufl.edu/event/41161-florida-gators-baseball-at-mississippi-state,
Leveling Up with NaviGator Chat & Copilot,2025-04-21,2:00pm,,https://calendar.ufl.edu/event/43372-leveling-up-with-navigator-chat-copilot,
Graduate Ling Seminar: Dr. Dadan,2025-04-21,3:00pm,,https://calendar.ufl.edu/event/44082-graduate-ling-seminar-dr-dadan,
Alex Stant – Inorganic Seminar,2025-04-21,4:05pm,,https://calendar.ufl.edu/event/43347-alex-stant-inorganic-seminar,
Alex Stant – Inorganic Seminar,2025-04-21,4:05pm,,https://calendar.ufl.edu/event/44399-alex-stant-inorganic-seminar,
2025 Interface Teaching Conference,2025-04-22,8:00am,,https://calendar.ufl.edu/event/45078-2025-interface-teaching-conference,
Austin Evans - Physical Chemistry Seminar,2025-04-22,12:00pm,,https://calendar.ufl.edu/event/42074-austin-evans-physical-chemistry-seminar,
Austin Evans - Physical Chemistry Seminar,2025-04-22,12:00pm,,https://calendar.ufl.edu/event/43877-austin-evans-physical-chemistry-seminar,
Anthropology Honors Thesis Slam,2025-04-22,1:00pm,,https://calendar.ufl.edu/event/43847-anthropology-honors-thesis-slam,
Florida Gators Men’s Golf at SEC Championship,2025-04-23,,,https://calendar.ufl.edu/event/39596-florida-gators-mens-golf-vs-sec-championship,
Society for American Archaeology Meetings,2025-04-23,,,https://calendar.ufl.edu/event/44154-society-for-american-archaeology-meetings,
Teams Mini-Series: Accessibility Features,2025-04-23,11:30am,,https://calendar.ufl.edu/event/42846-teams-mini-series-accessibility-features,
Survey Tools For Non-Research (CITT),2025-04-23,1:00pm,,https://calendar.ufl.edu/event/43229-survey-tools-for-non-research-citt,
Florida Gators Men’s Golf at SEC Championship,2025-04-24,,,https://calendar.ufl.edu/event/39595-florida-gators-mens-golf-vs-sec-championship,
RiTL 2025 Symposium,2025-04-24,8:30am,,https://calendar.ufl.edu/event/45079-ritl-2025-symposium,
Train the Trainer (In-person) (CITT),2025-04-24,9:00am,,https://calendar.ufl.edu/event/44144-train-the-trainer-in-person-citt,
Course Mapping Camp in person (CITT),2025-04-24,9:00am,,https://calendar.ufl.edu/event/44903-course-mapping-camp-in-person-citt,
Florida Gators Men’s Golf at SEC Championship,2025-04-25,,,https://calendar.ufl.edu/event/39594-florida-gators-mens-golf-vs-sec-championship,
Viral Discovery in Africa: Challenges and Rewards,2025-04-25,3:30pm,,https://calendar.ufl.edu/event/43787-viral-discovery-in-africa-challenges-and-rewards,
Florida Gators Baseball vs Arkansas - Presented by Meldon Law,2025-04-25,6:30pm,,https://calendar.ufl.edu/event/41159-florida-gators-baseball-vs-arkansas,
Astronomy Department Campus Teaching Observatory Public Night,2025-04-25,8:30pm,,https://calendar.ufl.edu/event/43338-astronomy-department-campus-teaching-observatory-publi,
Florida Gators Men’s Golf at SEC Championship,2025-04-26,,,https://calendar.ufl.edu/event/39592-florida-gators-mens-golf-vs-sec-championship,
Florida Gators Men’s Golf at SEC Championship,2025-04-26,,,https://calendar.ufl.edu/event/39593-florida-gators-mens-golf-vs-sec-championship,
Update in Nephrology & Hypertension 2025,2025-04-26,8:00am,,https://calendar.ufl.edu/event/43937-update-in-nephrology-hypertension-2025,
Florida Gators Lacrosse vs Arizona State University,2025-04-26,10:00am,,https://calendar.ufl.edu/event/42027-florida-gators-lacrosse-vs-arizona-state,
Florida Gators Men’s Golf at SEC Championship,2025-04-27,,,https://calendar.ufl.edu/event/39591-florida-gators-mens-golf-vs-sec-championship,
Florida Gators Baseball vs Arkansas - Presented by Campus USA Credit Union,2025-04-27,1:00pm,,https://calendar.ufl.edu/event/41157-florida-gators-baseball-vs-arkansas,
Florida Gators Softball at LSU,2025-04-27,6:00pm,,https://calendar.ufl.edu/event/41099-florida-gators-softball-at-lsu,
UF Gulf Scholars Impact Project Funding Application Deadline,2025-04-27,11:59pm,,https://calendar.ufl.edu/event/45125-uf-gulf-scholars-impact-project-funding,
Diba Zadeh Allameh – Inorganic Seminar,2025-04-28,4:05pm,,https://calendar.ufl.edu/event/43341-diba-zadeh-allameh-inorganic-seminar,
Diba Zadeh Allameh – Inorganic Seminar,2025-04-28,4:05pm,,https://calendar.ufl.edu/event/44398-diba-zadeh-allameh-inorganic-seminar,
