department,code,title,credits,description,prerequisites,grading_scheme
Chemical Engineering,ECH3203,Fluid and Solid Operations,3,"Characteristics of laminar and turbulent flow, mechanical energy balance, flow through packed beds and fluidization of solids, design of pumping systems and piping networks and metering of fluids.",,
Chemical Engineering,ECH3223,Energy Transfer Operations,3,"Steady state conduction in solids and heterogeneous materials, transient conduction, convection heat transfer, heat transfer during boiling and condensation, radiation heat transfer, design of heat-transfer equipment and heat exchange networks.",,
Chemical Engineering,ECH3264,Elementary Transport Phenomena,2,"Flux law and conservation equations of mass, energy, and momentum; solution of transport problems associated with physical and chemical processing; macroscopic and microscopic analysis.",,
Chemical Engineering,ECH4123,Phase and Chemical Equilibria,3,"Application of thermodynamic principles to systems of variable composition, including the study of phase and chemical equilibria.",,
Chemical Engineering,ECH4224L,Fluid and Energy Transfer Operations Laboratory,2,Laboratory work in unit operations involving heat and momentum transfer. (WR),,
Chemical Engineering,ECH4323,Process Control Theory,3,Analysis and automatic control of process systems in chemical engineering.,,
Chemical Engineering,ECH4323L,Process Control Laboratory,1,Laboratory work associated with ECH 4323.,,
Chemical Engineering,ECH4403,Separation and Mass Transfer Operations,3,"Theory, design, and evaluation of diffusional and staged mass transfer processes including distillation, absorption and extraction, leaching, and membrane separations. Computer-aided design methods.",,
Chemical Engineering,ECH4404L,Separation and Mass Transfer Operations Laboratory,2,Laboratory work in unit operations involving mass transfer. (WR),,
Chemical Engineering,ECH4504,Chemical Kinetics and Reactor Design,4,"Homogeneous and heterogeneous reaction kinetic modeling and data analysis. Analysis and design of ideal batch, mixed, plug and recycle reactors. Heterogeneous catalysis and reactor design.",,
Chemical Engineering,ECH4524,Heterogeneous Chemical Kinetics Reactor Design,2,"Theories of catalytic reactions of adsorbed species at solid surfaces, development or rate expressions with heat and mass transport properties through porous catalyst materials for design of heterogeneous chemical reactors.",,
Chemical Engineering,ECH4604,Process Economics and Optimization,3,"Introduces the principles of process economics including specifications and costing of equipment, operations costing and economic evaluation of processes.",,
Chemical Engineering,ECH4644,Process Design,3,"Preliminary design of convention chemical processes including process specifications, sitting and layout, equipment sizing, utility and manpower needs, safety and hazard analysis, environmental considerations and economic evaluation. Planning techniques for detailed engineering, construction and startup.",,
Chemical Engineering,ECH4714,Chemical Process Safety,3,Laboratory and process safety analysis which emphasizes prevention and mitigation. Application of chemical engineering principles to assessing hazards and risk.,,
Chemical Engineering,ECH4824,Materials of Chemical Engineering,2,"Relations between microscopic structure and macroscopic mechanical, thermal and electrical properties of organic and inorganic solids. Engineering applications, including corrosion.",,
Chemical Engineering,ECH4827,Processing of Complex Fluids,3,Principles involved in quantitative adoption of chemical engineering unit operations and unit processes for the analysis and design of systems involving complex fluids.,,
Chemical Engineering,ECH4905,Special Problems in Chemical Engineering,1-6,Study of chemical engineering problems as identified by the student and instructor.,,
Chemical Engineering,ECH4912,Integrated Product and Process Design 1,3,"The first part of a two-course sequence in which multidisciplinary teams of engineering and business students partner with industry sponsors to design and build authentic product and processes, on time and within budget. Working closely with industry liaison engineers and a faculty coach, students gain practical experience in teamwork and communication, problem solving and engineering design, and develop leadership, management and people skills.",,
Chemical Engineering,ECH4913,Integrated Product and Process Design 2,3,"The second part of a two-course sequence in which multidisciplinary teams of engineering and business students partner with industry sponsors to design and build authentic product and processes, on time and within budget. Working closely with industry liaison engineers and a faculty coach, students gain practical experience in teamwork and communication, problem solving and engineering design, and develop leadership, management and people skills.",,
Chemical Engineering,ECH4944,Practical Work in Chemical Engineering,1-5,"One term industrial employment, including extra work according a pre-approved outline. Practical engineering work under industrial supervision as set forth in college regulations.",,
Chemical Engineering,ECH4948,Internship Work Experience,0-3,"Practical internship work experience under approved industrial supervision, as set forth in college regulations. A maximum of 3 credits from ECH 4948 and ECH 4949 can count towards the Chemical Engineering degree. For example, a student who has earned 1 credit of ECH 4949, can only have 2 credits of ECH 4948 count towards the degree.",,
Chemical Engineering,ECH4949,Co-op Work Experience,0-3,"Practical co-op work experience under approved industrial supervision, as set forth in college regulations. A maximum of 3 credits from ECH 4949 and ECH 4948 can count towards the Chemical Engineering degree. For example, a student who has earned 1 credit of ECH 4948, can only have 2 credits of ECH 4949 count towards the degree.",,
Chemical Engineering,EGN1935,Special Topics in Freshman Engineering,1-3,"Laboratory, lectures or conferences cover selected topics in engineering.",,
Chemical Engineering,EGN4912,Engineering Directed Independent Research,0-3,"Provides firsthand, supervised research with a faculty advisor or postdoctoral or graduate student mentor. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",,
"Korean | Languages, Literatures, and Cultures",KOR1130,Beginning Korean 1,5,"Beginning study covering speaking, listening, reading, writing, and cultural interaction.",,
"Korean | Languages, Literatures, and Cultures",KOR1131,Beginning Korean 2,5,"Continued study of speaking, listening, reading, writing and cultural interaction.",,
"Korean | Languages, Literatures, and Cultures",KOR2230,Intermediate Korean 1,5,Intermediate study of the four skills with new vocabulary and grammar.,,
"Korean | Languages, Literatures, and Cultures",KOR2231,Intermediate Korean 2,5,Continuation of intermediate study of the four skills with new vocabulary and grammar.,,
Urban and Regional Planning,DCP4000,Overview of Historic Preservation,3,"Overview of historic preservation and its relationship to historic communities. The course covers terminology, theory, legal, design, social issues and community assessments.",,
Urban and Regional Planning,URP3001,Cities of the World,3,"Comparative case studies of contemporary cities in the US and a series of foreign countries, both industrialized and developing. Special consideration is given to energy consumption.",,
Urban and Regional Planning,URP4000,Preview of Urban and Regional Planning,3,Overview of the comprehensive planning process for those considering a career in urban and regional planning or pursuing studies where some knowledge of the planning process is desirable.,,
Urban and Regional Planning,URP4230,"3D Modeling, Visualization, and Simulation",3,"Introduces a variety of methods and techniques to interactively model and visualize physical urban environments in two, three, and four dimensions through a hands-on approach using computer software.",,
Urban and Regional Planning,URP4273,Survey of Planning Information Systems,3,"Introduces concepts and theories associated with Geographic Information Systems (GIS) as related to urban and environmental planning. Requires lectures, class assignments, and homework assignments.",,
Urban and Regional Planning,URP4283,Automation for Geospatial Modeling and Analysis,3,"Covers methods and techniques for automating geospatial modeling and analysis for planning and built environment by using visual models, computer programming, and custom-built applications and tools that utilize Geographic Information Systems (GIS) technology in the context of planning information systems.",,
Urban and Regional Planning,URP4640,Sustainable Urbanism in Europe,3,"Explores the diverse urban places that make up modern Europe, its historic development since the pre-industrial city, challenges and accomplishments of urbanization in Europe in recent decades and current accomplishments in achieving sustainable development.",,
Urban and Regional Planning,URP4740,Housing and Urban Development,3,"Concepts and theories about the economics of the housing market, land development and home building process, and the growth of cities.",,
Urban and Regional Planning,URP4744,Neighborhood Planning,3,An overview of the neighborhood planning process situated within the larger city planning framework.,,
Urban and Regional Planning,URP4804,International Perspectives in Urban and Regional Planning,3,"Presents contemporary global and critical issues in urban and regional planning by carefully selecting critical topics such as inequality, immigration, and segregation, as well as case studies from around the world. Also encourages the evaluation and development of different strategies and corrective courses of action.",,
Urban and Regional Planning,URP4882,Defensible Space and CPTED in Urban Design,3,"Explore the history, theory, application, and possibilities associated with crime prevention planning. Investigate theories and strategies in the planner's toolkit and how police, planning, and other agencies interact to implement them. Also focuses on real-world applications and students will visit sites that offer teaching and research opportunities.",,
Urban and Regional Planning,URP4905,Exploration and Directed Study,1-3,Exploration and directed study.,,
Urban and Regional Planning,URP4930,Special Topics,3,"Variable topics; lecture, studio, and seminar explore current issues in urban planning",,
Urban and Regional Planning,URP4942,Community Service,3,"Provides an opportunity to work directly with a community service agency. Public sector agencies, such as a city or county office and nonprofit organizations, qualify as community service agencies. In lieu of meeting in a classroom, students will be placed in a community service agency and will work as volunteers for a minimum of 60 hours during the academic semester.",,
"Tourism, Hospitality and Event Management",HFT2750,Event Management,3,"An overview of the meetings, conventions, special events and expositions industry.",,
"Tourism, Hospitality and Event Management",HFT3253,Lodging Operations and Management,3,Provides a realistic managerial examination of each major operating department within a lodging firm.,,
"Tourism, Hospitality and Event Management",HFT3512,Event Promotion,3,"Advanced course in event promotion and sponsorship acquisition, involving a wide range of subjects relevant to event marketing from both macro (global) and micro (organization) perspectives. The course focuses on the components of development and marketing plans for various venues in the special events sector.",,
"Tourism, Hospitality and Event Management",HFT3806,Food and Beverage Management,3,"Provides a managerial examination of full service food and beverage operations; explores trends and innovations and broad range of subject areas that encompass the food and beverage market and its five main sectors: quick service, casual and fine dining, beverage and bar, institutional, and catering.",,
"Tourism, Hospitality and Event Management",HFT3834,"Entrepreneurship in Tourism, Hospitality and Event Management",3,"Analyzes the entrepreneurial opportunities in tourism, hospitality, recreation, events and sport by examining the process of creating, planning and managing business ventures in these sectors.",,
"Tourism, Hospitality and Event Management",HFT4442,"Artificial Intelligence Revolutions and Applications in Tourism, Hospitality, and Events",3,"A foundational examination of the implications of the artificial intelligence revolution (AI) in the tourism, hospitality, and event industry. Content includes analyses of AI applications in booking, transportation, theme parks, destination and attraction marketing, economic, social, cultural, and environmental impacts, as well as motivators to travel.",,
"Tourism, Hospitality and Event Management",HFT4446C,GIS and Spatial Analysis for Tourism and Social Data,3,"Utilizes the opportunities provided by dynamically developing methods of geographical information systems (GIS) for visualization and geographic analysis of the data. Students will learn basic skills in working with the industry-standard ESRI ArcGIS software and apply their newly acquired knowledge in solving model problems in tourism research, planning, and development.",,
"Tourism, Hospitality and Event Management",HFT4468,Hospitality Revenue Management,3,"Provides an applied understanding of the strategies and tactics used in hospitality revenue management. Addresses fundamental principles and concepts of revenue management, including capacity management, duration control, demand and revenue forecasting, discounting, overbooking practices, displacement analysis, rate management and sales mix analysis.",,
"Tourism, Hospitality and Event Management",HFT4517,Convention Sales and Service,3,Studies the scope of sales and meeting management within the hospitality industry. Presents the reciprocal relationship between selling and service within the context of hospitality marketing practices.,,
"Tourism, Hospitality and Event Management",HFT4743,Tourism and Hospitality Marketing,3,Explores a wide range of subjects relevant to tourism and hospitality marketing from both macro (global) and micro (organization) perspectives.,,
"Tourism, Hospitality and Event Management",HFT4746,"Smart Cities, Attractions, and Theme Parks",3,"Provides the foundation needed to design smart tourism places. Examines relationships between technology, traveler behavior, and the travel industry. Learn to integrate technology, analytics, marketing, and the design of tourism cities, attractions, and theme parks. Focuses on sustainable/safe/healthy environments with cutting-edge technologies including Artificial Intelligence (AI) and Data Science.",,
"Tourism, Hospitality and Event Management",HFT4754,Advanced Event Management,3,"Advances an understanding of the strategic event management process, including the selection and assessment of methods and techniques utilized in planning, organizing, promoting and delivering major events.",,
"Tourism, Hospitality and Event Management",HFT4755,Theme Park and Attraction Management,3,"Provides an in-depth study of the theme park and attraction industry with a focus on management and operations. Specifically examines park design and development, ride and show operations, special events, retail  merchandising, food  beverage, and support services that form the basis of contemporary parks.",,
"Tourism, Hospitality and Event Management",HLP4933,Variable International Topics,1-6,Provides the opportunity to study in a wide range of cultural settings.,,
"Tourism, Hospitality and Event Management",LEI2090,Career Preparation in THEM,1,"Introduction which provides students the skills, knowledge, and resources to be successful in their degree and future careers. Topics include communication strategies, professional conduct, field experience, and academic opportunities at department, college, and university levels. Practice skills such as self-introduction in a business setting, resume and cover letter writing, and professional brand development using social media.",,
"Tourism, Hospitality and Event Management",LEI2181,Leisure Contemporary Society,3,"Examines leisure as a condition of being human, as a cultural mirror and as a social instrument; reflects a wide range of literature from a number of academic disciplines. (S)",,
"Tourism, Hospitality and Event Management",LEI3301,Principles of Travel and Tourism,3,"Overview of the travel and tourism industry; covers historical, behavioral, societal, and business aspects of travel and tourism.",,
"Tourism, Hospitality and Event Management",LEI3303,Fundamentals of Tourism Planning,3,"Examines the planning of tourism services and facilities, including the identification, planning and use of the physical, social and economic resources necessary to develop and support tourism.",,
"Tourism, Hospitality and Event Management",LEI3360,Hospitality Management,3,"Overview of the hospitality industry, including hotel management, food and beverage operations, business and leisure travel markets, convention services, hospitality trends, quest-based customer service strategies and career opportunities.",,
"Tourism, Hospitality and Event Management",LEI3921,Field Experience in THEM,3,"Practical field experience in tourism, hospitality, and event services delivery. Apply skill and knowledge as volunteers and utilize leadership and management skills to enhance participant involvement and agency operations. Prepare a resume, investigate agencies as potential internship sites, and submit the appropriate forms for approval of an internship site.",,
"Tourism, Hospitality and Event Management",LEI4540,Management & and Supervision of THEM Facilities,3,"The management process as it relates to planning and operation of leisure service facilities. Subjects include traditional and contemporary management theory, the management process, legal and financial aspects, risk management and contemporary issues in leisure services management. Facility topics include feasibility studies and design issues.",,
"Tourism, Hospitality and Event Management",LEI4800,"Legal Aspects of Tourism, Events and Recreation",3,"Concentrates on the legal aspects of recreation, tourism, hospitality and event management. Enables students to better understand the law as it pertains to their area of specialization and improves risk management practice.",,
"Tourism, Hospitality and Event Management",LEI4880,"Research Methods in Tourism, Hospitality and Event Management",3,"Lays out the foundations for conducting research in tourism, hospitality, event management, sports, business, and social sciences in general. Introduces diverse aspects of research, from setting the theoretical background, to evaluating the results of analyses.",,
"Tourism, Hospitality and Event Management",LEI4905,Variable Topics,1-4,"Offered upon request to meet special interests not adequately provided in other courses, such as Multidisciplinary Perspectives of Gerontology and Health and Physical Aspects of Aging.",,
"Tourism, Hospitality and Event Management",LEI4912,THEM Research,0-5,"Participate in supervised research experiences. For this purpose, research is defined as an independent, self-directed experience that enables the investigation of an issue in tourism, hospitality, event management and other leisure settings and then to communicate the results to others.",,
"Tourism, Hospitality and Event Management",LEI4940,Internship in THEM,1-15,"Practical field experience in selected off-campus tourism, hospitality, and event service agencies. Normally taken during the last semester before graduation.",,
"Tourism, Hospitality and Event Management",LEI4941,"Practicum in Tourism, Hospitality and Event Management",1-3,"Provides practical experience for Tourism, Hospitality and Event Management majors who will maintain part-time work in an approved setting appropriate to their specialization.",,
"Tourism, Hospitality and Event Management",LEI4955,Travel Studies,1-6,,,
Agricultural Operations Management,AEB4085,Agricultural Risk Management and the Law,3,Develops an understanding of the basic concepts of common and statutory law. Identifies and addresses current legal issues of importance at the personal and professional levels. Develops an understanding of risk and the solutions for managing risk and relates the concepts of risk management and law in limiting exposure to legal liability.,,
Agricultural Operations Management,ALS3133,Agricultural and Environmental Quality,3,Analysis of effects of agriculture on environmental quality; emphasis on agricultural wastes and practices; potential for using agricultural systems for disposal of other wastes; effects of pollution on the agricultural environment.,,
Agricultural Operations Management,AOM2520,"Global Sustainable Energy: Past, Present and Future",3,Explore the global history of energy sources; investigate new energy sources and analyze international solutions to future needs.,,
Agricultural Operations Management,AOM3220,Agricultural Construction and Maintenance,3,"Selection and use of materials and tools used in planning, constructing, and maintaining buildings. Participate in class lectures and hands-on laboratory activities to build full-scale projects involving framing, plumbing, electrical, windows, etc. Combines building codes and building science to introduce the changing world of construction.",,
Agricultural Operations Management,AOM3333,Pesticide Application Techniques,3,"Equipment and methods used to apply pesticides in agriculture. Emphasizes techniques used to avoid misapplication, a common cause of pesticide failures.",,
Agricultural Operations Management,AOM3734,Irrigation Principles and Practices in Florida,3,"Irrigation practice related to Florida agriculture. The course deals with irrigation system characteristics, management, maintenance and economics.",,
Agricultural Operations Management,AOM4060,Agri-food Systems Innovation,3,"Explore the role of innovation in food systems from a reverse chain perspective. Gain knowledge of the food system framework from a multilevel (i.e., individual, organizational, etc.) perspective, identify current, innovative business and technological practices, as well as present and think critically about future trends in food.",,
Agricultural Operations Management,AOM4062,Principles of Food Engineering,4,The functional requirements and principles of operation of systems for handling and processing food and agricultural products.,,
Agricultural Operations Management,AOM4314C,Power and Machinery Management,3,"Functional requirements, operating principles, performance, safety, and economic application of agricultural power units and field machines for citrus, vegetable and field crop production.",,
Agricultural Operations Management,AOM4434,Precision Agriculture,3,"Principles and applications of technologies supporting precision farming and planning for natural resource data management. Global positioning systems (GPS), geographic information systems (GIS), variable rate technologies (VRT), data layering of independent variables, automated guidance, Internet, information access and computer software for management.",,
Agricultural Operations Management,AOM4444C,Electrical Power and Instrumentation for Agricultural Operations Management,3,"Fundamental concepts of electricity, power, instrumentation, computer control operations, and selected transducers. Foundation to aid in management of agricultural processing operations.",,
Agricultural Operations Management,AOM4455,Agricultural Operations and Systems,3,"Quantitative and managerial techniques for management and planning of technical resources in agriculture. Applications of queuing theory, project scheduling, optimization, and expert decision systems.",,
Agricultural Operations Management,AOM4461,Sustainable Agricultural Systems,3,"Minimizing energy and costs in agricultural and natural resource systems and industries. Explore ways to enhance sustainable systems by improving efficiency. Topics include agricultural machinery, pumps, motors, fans, refrigeration, lights, and construction methods.",,
Agricultural Operations Management,AOM4510C,Instrumentation and Climate Management in Controlled Environment Agriculture,3,"Sensors and instruments for monitoring growing environment in controlled environment agriculture will be introduced. Learn how to evaluate production systems, monitor environmental variables, control growing conditions, and design experiments.",,
Agricultural Operations Management,AOM4521,Introduction to Biofuels,3,"An overview of biofuel production related to technologies and feedstocks, economics of producing biofuels and impact on the environment and the local economy. Dealing specifically with liquid and gaseous biofuels and bioenergy produced from renewable resources, it provides a summary of the past, present and future production technologies and applications.",,
Agricultural Operations Management,AOM4642,Environmental Systems for Agricultural Structures,3,"Effects of the environment on plant and animal production, processing operations and quality of stored produce. Selection of building materials and sizing of components of environmental systems in agricultural structures to enhance more efficient agricultural production, processing and storage.",,
Agricultural Operations Management,AOM4643,Environmental Hydrology: Principles and Issues,3,"The basics of environmental hydrology, intended for agricultural and natural resource managers. The first half covers scientific principles of the hydrologic cycle while the second half investigates case studies of current water quality and water management issues.",,
Agricultural Operations Management,AOM4900,Supervised Extension Experience in Agricultural Operations Management,0-3,"Firsthand, authentic extension experiences in agricultural operations management under the supervision of a faculty member. Projects may involve program planning, development, implementation, and evaluation.",,
Agricultural Operations Management,AOM4905,Special Problems in Agricultural Operations Management,1-4,Selected problems or projects in the student's major field of mechanized study.,,
Agricultural Operations Management,AOM4911,Supervised Research in Agricultural Education and Communication,0-3,"Firsthand, authentic research in Agricultural Education and Communication under the supervision of a faculty member. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",,
Agricultural Operations Management,AOM4915,Honors Thesis Research in Agricultural Operations Management,0-3,"Independent research in agricultural operations management leading to an honors thesis. Student will be mentored by a faculty member. Projects may involve inquiry, design, investigation, scholarship, discovery or application.",,
Agricultural Operations Management,AOM4932,Special Topics in Agricultural Operations Management,1-4,Variable topics provide content for the study of mechanized agriculture topics not offered in other courses.,,
Agricultural Operations Management,AOM4933,Professional Practices in Agricultural Operations Management,1,"Professionalism and interfacing of technical skills. Topics include ethics, continuing education, placement skills and professional development in agricultural operations management.",,
Agricultural Operations Management,AOM4941,Full-Time Practical Work Experience in Agricultural Operations Management,1-4,Full-Time Practical Work Experience in Agricultural Operations Management,,
Horticultural Sciences,FRC1010,Growing Fruit for Fun and Profit,1,"Especially for non-majors who desire a concise mini-course in fruit growing and marketing. Fruit crops include citrus, pecan, blueberry, strawberry, peach, grape, apple, mango and avocado.",,
Horticultural Sciences,FRC3212,Introduction to Citrus Culture and Production,3,"Citrus botany, scion and rootstock selection, site selection, fruit quality grove design, and production practices.",,
Horticultural Sciences,FRC3252,Tropical and Subtropical Fruits,2,"Culture and management of important tropical and subtropical fruit, including avocado, banana, mango, papaya, loquat, persimmon, pineapple, coffee, and others.",,
Horticultural Sciences,FRC3274,Tree and Small Fruit Production,3,"Current principles and cultural practices in deciduous tree, bush, and vine crops. Emphasizes practical aspects of production.",,
Horticultural Sciences,FRC3802,Viticulture for Table Grapes and Wine,2,"Teaches current practices for establishing a vineyard and maintaining its health and productivity into the final quality of the grape. Topics covered include grape varietal selection, site selection and preparation, vine growth, training and trellis systems, and equipment used in vineyard and wine production.",,
Horticultural Sciences,FRC4905,Special Problems,1-3,Special Problems,,
Horticultural Sciences,HOS1014,Vegetable Gardening,1,Primarily for non-majors who desire to learn the basic principles of vegetable gardening. A garden is required of each student.,,
Horticultural Sciences,HOS2333,Fighting Food Waste and Loss,3,"For those interested in learning and reflecting upon the major future challenges of food and agriculture. Learn about postharvest biology, environmental and food sciences, and communication technology in reducing food waste.",,
Horticultural Sciences,HOS3020C,Principles of Horticultural Crop Production,4,"Introduces concepts and practices used to produce fruit and vegetable crops in Florida, the U.S., and globally. Topics covered include production regions, crop biology, crop nutrition, types of fruits and vegetables, disease and pest management, and marketing. Includes a hands-on practicum.",,
Horticultural Sciences,HOS3222C,Greenhouse and Protected Agriculture,3,"Principles and practices of crop production in protected structures. Emphasizes structure type, media, fertilization, and pest control practices.",,
Horticultural Sciences,HOS3281C,Organic and Sustainable Crop Production,3,"Concepts and techniques of organic and sustainable production of horticultural crops, including soil/water management, pest control, harvest, handling, and marketing.",,
Horticultural Sciences,HOS3285,The Organic Debate: Organic Agriculture Development & Regulations,1,"Organic farming is a rapidly developing production system. This introductory course provides a critical analysis of organic agriculture growth, consumer perceptions, and regulations at the national and international level. This course also focuses on organic agriculture transdisciplinary innovations and challenges in advancing environmental, economic, and social sustainability of food production.",,
Horticultural Sciences,HOS3305,Introduction to Plant Molecular Biology,3,"Introduces plant molecular biology and genetic engineering, emphasizing plant genes and genomes, transformation of plants and basic molecular biology.",,
Horticultural Sciences,HOS3430C,Nutrition of Horticultural Crops,3,"Study and discussion of physiological, biochemical, and environmental factors influencing nutritional status and productivity of horticultural crops.",,
Horticultural Sciences,HOS3513C,Breeding and Production of Medicinal Plants and Herbs,2,"Focuses on current and emerging breeding and cultivation practices used to produce high–value medicinal plants and herbs. Additionally, provides a critical analysis of health effects and therapeutic claims of plant-derived physiologically-active products.",,
Horticultural Sciences,HOS4241C,Genetics and Breeding of Vegetable Crops,3,"Traditional and molecular breeding methods for vegetable crops and the influence of scientific research, government policies, industry needs, and consumer preferences on vegetable crop improvement.",,
Horticultural Sciences,HOS4283C,Advanced Organic and Sustainable Crop Production,3,Intensive examination of the methods and techniques necessary for organic and sustainable production and marketing of horticultural products.,,
Horticultural Sciences,HOS4304,Horticultural Physiology,3,Basic concepts and processes of physiology as they relate to plant growth and development.,,
Horticultural Sciences,HOS4313C,Laboratory Methods in Plant Molecular Biology,2,"Hands-on laboratory experience in plant molecular biology. Utilizing current techniques for isolation, purification and cloning of plant DNA, students learn many basic techniques in plant biotechnology.",,
Horticultural Sciences,HOS4332C,Principles of Postharvest Horticulture,3,"Biological principles involved in harvesting, grading, packaging, transportation, and marketing horticultural crops, and their effects on quality maintenance. Commercial postharvest practices explained in relation to general procedures and technologies as well as the recommended postharvest best handling practices and optimum postharvest conditions for different types of horticultural crops.",,
Horticultural Sciences,HOS4341,Advanced Horticultural Physiology,3,"Environmental effects (light, temperature and water) on physiology, growth and development of plants.",,
Horticultural Sciences,HOS4900,Supervised Extension Experience in Horticultural Sciences,0-3,"Firsthand, authentic extension experiences in agricultural and life sciences under the supervision of a faculty member. Projects may involve program planning, development, implementation, and evaluation.",,
Horticultural Sciences,HOS4905,Independent Study in Horticultural Science,1-6,"Selected research topics in molecular biology, physiology, and/or genetics of horticultural crops.",,
Horticultural Sciences,HOS4911,Supervised Research in Horticultural Sciences,0-3,"Firsthand, authentic research in horticultural sciences under the supervision of a faculty member. Projects may involve inquiry, design, investigation, scholarship, discovery, or application.",,
Horticultural Sciences,HOS4915,Honors Thesis Research in Horticultural Sciences,0-3,"Independent research in horticultural sciences leading to an honors thesis. Student will be mentored by a faculty member. Projects may involve inquiry, design, investigation, scholarship, discovery or application.",,
Horticultural Sciences,HOS4918,Capstone Planning in Horticultural Sciences,1,"Focuses on planning service learning, scientific research, cooperative extension, or industry liaison projects for the Horticultural Sciences capstone. Also fosters reflection of academic and professional development in the major.",,
Horticultural Sciences,HOS4921,Horticultural Sciences Capstone,2-4,"Focuses on executing service learning, scientific research, cooperative extension, or industry liaison projects designed during capstone planning. Perfect professional portfolios and present the outcomes of the capstone project.",,
Horticultural Sciences,HOS4932,Special Topics in Horticultural Sciences,1-3,Critical review of selected topics in specific areas not covered in other horticultural sciences courses.,,
Horticultural Sciences,HOS4933,Professional Development in Horticulture,1,"Professional skills development, including job searching, resume writing, interview skills, professional etiquette, communications, and salary negotiations.",,
Horticultural Sciences,HOS4941,Practical Work Experience in Horticultural Sciences,1-4,Practical work that must be a new experience and related to the field of study.,,
Horticultural Sciences,PLS3421C,Hydroponic Systems,3,"This course offers students foundational information and hands-on experience on hydroponic and soilless cultivation of horticultural crops. Production practices, growing systems, new technologies and current challenges are discussed.",,
Horticultural Sciences,PLS3800C,Vegetable Production,3,"Principles and practices of successful commercial vegetable production, including crop requirements, growth patterns, and production techniques along with consumption/marketing patterns and US/Florida production areas.",,
Horticultural Sciences,PLS4630,Organic Weed Management,3,Apply ecological principles in agroecosystems to manage weeds sustainably. Emphasizes alternative weed management approaches that are less dependent on herbicides and utilize ecological processes detrimental to weeds and their propagules. Learn actively by critically analyzing pertinent literature and participating in discussions of supplemental reading.,,
Horticultural Sciences,VEC2100,World Herbs and Vegetables,3,"Introduces a variety of vegetables and culinary herbs. Emphasizes genetic, phytochemical and botanical diversity and importance of food phytochemicals and role of vegetables in nutrition. (B)",,
Landscape Architecture,LAA1330,Site Analysis,3,"Inventory, analysis and evaluation of site development procedures; emphasis on landscape ecology.",,
Landscape Architecture,LAA1532,Landscape Management,3,"Explores the relationship between planning and design decision-making and landscape management practices which are, in turn, based on the fundamental principles of ecology and landscape ecology.",,
Landscape Architecture,LAA1920,Introduction to Landscape Architecture,3,"Introduces landscape architecture, a profession defined as an art and science of planning or designing on the land-arranging and creating spaces and objects in a landscape for human use. Open to all students.",,
Landscape Architecture,LAA2360C,Principles of Landscape Architecture,5,"Builds upon the fundamental principles of design covered in previous studios to explore a range of landscape architectural issues. Site design problems incorporating a mixture of cultural, environmental, and historical topics provide a framework for students to develop their analytical skills, communication techniques, and general understanding of design.",,
Landscape Architecture,LAA2361C,Planting Design Studio,5,"The planting design studio introduces the planting design process, its relationship to the site planning, existing site conditions, project locale and client needs.",,
Landscape Architecture,LAA2376C,Design Communications 1,4,"Introduces visualization techniques via a project based studio in landscape architectural design and planning. Covers traditional drawing conventions, alternative methods of exploratory visualization and the techniques and processes used to produce these methods of communication.",,
Landscape Architecture,LAA2379C,Design Communications 2,4,"Advances the design communication strategies introduced in Design Communications I by further developing skills in digital visualization and communication techniques. Additionally, expanding their skill set to include advanced applications in to include landform and three dimensional space and object modeling and to be introduced to digital fabrication and three dimensional output.",,
Landscape Architecture,LAA2710,History of Landscape Architecture,3,"Landscape architecture is the art and science of arranging functions and spaces within the ecology of the land and the culture of the humans who inhabit it. Surveys the history of humans as it is expressed in such diverse areas as urban form, community planning, gardens, parks and recreational areas, agricultural patterns and land management. Open to all students. (H and N)",,
Landscape Architecture,LAA3230,Theories of Landscape Architecture,3,Explores the theories pertinent to the practice and study of landscape architecture. Addresses primarily aesthetic and cultural principles and values with related ecological aspects.,,
Landscape Architecture,LAA3350C,Site Design and Planning Studio,5,Application of basic site design principles on small-scale projects.,,
Landscape Architecture,LAA3353C,Urban Design Studio,6,"Design studio emphasizes the physical, social-behavioral, and civil factors involved with the design and planning of towns, cities and the public space found therein. Projects range in scale and complexity including the design of a new urban environment and/or existing urban development.",,
Landscape Architecture,LAA3394,Advanced Design Communication,3,"Develop skills in digital visualization and communication techniques, exploring digital media as a landscape architecture tool for design and fabrication; produce high quality perspective drawings and design diagrams using Rhino and Adobe CC, and digital fabrication techniques using UF's Fab Lab.",,
Landscape Architecture,LAA3420,Landscape Construction 1,5,"Characteristics of land form and the effects of grading on drainage, soils and location of landscape architectural elements; pavings, low retaining walls; quantification skills.",,
Landscape Architecture,LAA3421,Landscape Construction 2,5,"Design and construction drawings for public and private landscape structures, landscape utilities, and irrigation system layouts; specifications, takeoffs and estimating.",,
Landscape Architecture,LAA4210,Landscape Architecture Professional Practice,3,Preparation for professional practice and the understanding of the business of landscape architecture in private and public arenas.,,
Landscape Architecture,LAA4356,Environmental Planning Design Studio,6,,,
Landscape Architecture,LAA4357,Senior Independent Project Seminar,2,Focuses on proposal writing and information gathering to support the senior independent project.,,
